"","Какими из этих сайтов вы регулярно пользуетесь?","Сколько лет вы одновременно совмещали учебу в ВУЗе и работу в IT сфере?","В каком возрасте написали первую программу?","Работает/работал ли кто-нибудь из ваших родителей в IT секторе? (Или имеет техническое образование)","Сколько часов в месяц вы тратите на самообразование?"
"","StackOverflow, HabraHabr","1","16","no","10"
"","GitHub, StackOverflow, HabraHabr","3","15","no","40"
"","StackOverflow","0","15","no","40"
"","GitHub, StackOverflow","3","16","no","40"
"","GitHub, StackOverflow, HabraHabr","4","16","no","30"
"","","0","16","no","20"
"","GitHub, HabraHabr","2","17","no","50"
"","HabraHabr","1","14","no",""
"","StackOverflow, HabraHabr","1","9","no","48"
"","StackOverflow","0","15","yes","50"
"","","0","17","no",""
"","StackOverflow","2","14","no","30"
"","","0","15","no","10"
"","StackOverflow, HabraHabr","1","17","no","50"
"","","0","12","yes","8"
"","GitHub, HabraHabr","1","7","","4"
"","GitHub, StackOverflow, HabraHabr","3","14","no","60"
"","GitHub, StackOverflow","0","14","no","40"
"","StackOverflow, HabraHabr","2.5","10","yes","40"
"","","0.5","20","no","8"
"","","0","12","yes","5"
"","GitHub, StackOverflow, HabraHabr","1","13","no","40"
"","","0","","no","12"
"","HabraHabr","1","14","no","8"
"","StackOverflow, HabraHabr","0","25","yes","20"
"","HabraHabr","3","15","no","25"
"","StackOverflow","1","","no",""
"","","2","10","yes","100"
"","GitHub, StackOverflow, HabraHabr","1.25","12","no","40"
"","GitHub, StackOverflow","2","16","no","20"
"","","2","14","yes","14"
"","","1.5","8","no","80"
"","GitHub, StackOverflow, HabraHabr","0.5","14","no","14"
"","","0","22","no","15"
"","","0","14","no","16"
"","StackOverflow, HabraHabr","0","20","no","40"
"","GitHub, StackOverflow, HabraHabr","0","22","no","50"
"","GitHub","0.5","10","no","168"
"","","2","17","no","50"
"","HabraHabr","2","18","no","590"
"","StackOverflow, HabraHabr","0","9","yes","50"
"","StackOverflow, HabraHabr","0.5","20","no","40"
"","","4","14","yes","60"
"","StackOverflow, HabraHabr","0.5","15","yes","50"
"","HabraHabr","0","13","yes","10"
"","StackOverflow, HabraHabr","0.25","18","no","5"
"","HabraHabr","0","21","no","100"
"","HabraHabr","1","18","yes","90"
"","StackOverflow","2","12","yes","24"
"","StackOverflow, HabraHabr","3","12","yes","10"
"","","0.5","19","no","35"
"","GitHub, StackOverflow, HabraHabr","2","16","no","60"
"","HabraHabr","1","22","no","40"
"","","0","13","yes","20"
"","HabraHabr","3","19","no","40"
"","","0","0","no","2"
"","StackOverflow, HabraHabr","6","13","no","10"
"","GitHub, StackOverflow, HabraHabr","0","18","no","50"
"","StackOverflow, HabraHabr","0","16","no","90"
"","HabraHabr","1.5","20","no","60"
"","GitHub, StackOverflow, HabraHabr","3","15","no","50"
"","","0","15","no","15"
"","StackOverflow, HabraHabr","1.5","17","no","40"
"","StackOverflow","0","11","yes","2"
"","GitHub, StackOverflow, HabraHabr","2","17","yes","45"
"","GitHub, StackOverflow, HabraHabr","1","20","no","12"
"","StackOverflow, HabraHabr","0","1","no","0"
"","GitHub, StackOverflow, HabraHabr","1","16","no","10"
"","","0","","",""
"","GitHub","0","","no","10"
"","StackOverflow, HabraHabr","2","15","no","8"
"","StackOverflow, HabraHabr","1","14","no","20"
"","GitHub, StackOverflow, HabraHabr","0.5","18","no","20"
"","","2","0","no","62"
"","GitHub, HabraHabr","2","17","yes","20"
"","GitHub, StackOverflow","1","","no","168"
"","HabraHabr","3","15","no","30"
"","StackOverflow","2","13","no","2"
"","HabraHabr","0","12","no","40"
"","GitHub, StackOverflow, HabraHabr","1","14","yes","40"
"","","0","19","no","10"
"","HabraHabr","0.25","12","yes","80"
"","StackOverflow, HabraHabr","3","9","no","160"
"","HabraHabr","0.25","1","yes","1"
"","StackOverflow, HabraHabr","1","19","no","30"
"","HabraHabr","5","7","no","60"
"","","1.25","15","no","20"
"","HabraHabr","0.25","17","no","20"
"","GitHub, HabraHabr","0","","yes","20"
"","GitHub","3","15","no","15"
"","HabraHabr","0","30","no","54"
"","GitHub, StackOverflow","2","18","no","40"
"","GitHub, StackOverflow","2","14","yes","2"
"","GitHub, StackOverflow, HabraHabr","0.5","15","no","4"
"","HabraHabr","0.75","18","yes","20"
"","","0","","",""
"","StackOverflow, HabraHabr","0","9","no","40"
"","","1","7","no","2"
"","GitHub, StackOverflow","5","10","yes","60"
"","","2","12","yes","10"
"","GitHub, StackOverflow, HabraHabr","0","13","yes","40"
"","","2","18","no","50"
"","StackOverflow","2","10","yes","20"
"","GitHub, StackOverflow, HabraHabr","3","19","yes","20"
"","StackOverflow, HabraHabr","2","17","yes","60"
"","GitHub, StackOverflow, HabraHabr","0","18","no","20"
"","","0.75","15","no","25"
"","StackOverflow, HabraHabr","1.5","18","no","20"
"","GitHub, StackOverflow, HabraHabr","1","16","","10"
"","HabraHabr","5","16","no","5"
"","HabraHabr","4","","yes","30"
"","GitHub, StackOverflow, HabraHabr","2","14","yes","60"
"","","0","","",""
"","GitHub, HabraHabr","0","18","","50"
"","GitHub, StackOverflow, HabraHabr","0","15","no","20"
"","","5","18","no","30"
"","StackOverflow, HabraHabr","3","10","yes","60"
"","GitHub, StackOverflow, HabraHabr","0","14","no","40"
"","HabraHabr","0","8","no","10"
"","StackOverflow, HabraHabr","0","23","yes","10"
"","HabraHabr","1","30","no","24"
"","GitHub, StackOverflow, HabraHabr","1","15","no","80"
"","StackOverflow, HabraHabr","1","14","yes","50"
"","GitHub, StackOverflow, HabraHabr","0","18","no","40"
"","StackOverflow, HabraHabr","2","20","no","1"
"","","1","16","no","900"
"","GitHub, StackOverflow","3","16","no","30"
"","","0","18","yes","30"
"","StackOverflow","5","16","no","20"
"","StackOverflow","6","14","no","8"
"","StackOverflow, HabraHabr","0","17","no","1"
"","HabraHabr","3","15","no","0"
"","HabraHabr","1.5","19","no","30"
"","","0","17","no","20"
"","HabraHabr","1","20","no",""
"","","2","19","no","5"
"","GitHub, StackOverflow, HabraHabr","1","7","yes","20"
"","GitHub, StackOverflow, HabraHabr","0.75","10","no","50"
"","","0","20","no",""
"","GitHub, StackOverflow, HabraHabr","3","15","yes","15"
"","StackOverflow","0","13","no","1"
"","HabraHabr","1","14","no","40"
"","","4","","yes","3"
"","","0","16","no","120"
"","GitHub, HabraHabr","1","17","no","2"
"","GitHub, StackOverflow, HabraHabr","0.25","14","yes","120"
"","","0","15","","20"
"","","0.75","21","no","20"
"","","2","15","no","8"
"","StackOverflow, HabraHabr","1","14","no","30"
"","StackOverflow, HabraHabr","2","17","no","60"
"","HabraHabr","3","16","no","40"
"","","0","16","no","1"
"","","2","15","yes","20"
"","GitHub, StackOverflow","0","","yes","20"
"","StackOverflow, HabraHabr","1.5","16","no","25"
"","StackOverflow, HabraHabr","6","7","yes","40"
"","","0","","no","500"
"","","0","20","no","8"
"","StackOverflow, HabraHabr","1","14","yes","8"
"","HabraHabr","1","18","no","36"
"","","0","15","no","5"
"","","1.75","16","no","4"
"","","3","13","no","40"
"","","0","14","yes","10"
"","","0","","no","10"
"","","0","","","58"
"","GitHub, StackOverflow, HabraHabr","0.75","18","no","50"
"","","3","18","no","60"
"","StackOverflow","3","18","no",""
"","GitHub, StackOverflow, HabraHabr","2","16","no","3"
"","StackOverflow, HabraHabr","0.5","18","no","1"
"","StackOverflow, HabraHabr","0.25","6","no","5"
"","","0.5","22","no",""
"","StackOverflow, HabraHabr","2","16","no","12"
"","","1","13","no",""
"","StackOverflow","0","17","no","60"
"","GitHub, HabraHabr","3","","no","50"
"","StackOverflow, HabraHabr","0","15","no","20"
"","StackOverflow","0","18","no","8"
"","StackOverflow, HabraHabr","2.5","18","yes","25"
"","","0","23","no","16"
"","HabraHabr","1","12","no","10"
"","StackOverflow, HabraHabr","1","16","no","50"
"","GitHub","0.5","","","1"
"","StackOverflow, HabraHabr","0.5","23","no","2"
"","","2","12","no","2"
"","","0","20","no","8"
"","GitHub, HabraHabr","1.5","14","yes","90"
"","HabraHabr","0.5","0","no","5"
"","HabraHabr","1","18","yes","80"
"","HabraHabr","5","7","yes","20"
"","StackOverflow, HabraHabr","0","14","no","60"
"","StackOverflow, HabraHabr","0","16","no","60"
"","StackOverflow, HabraHabr","1.75","17","no","60"
"","","0","17","no","0"
"","","0","20","no","40"
"","","0.5","7","no","20"
"","","0","18","","40"
"","HabraHabr","4","16","no","30"
"","","1","12","no","40"
"","","0","13","no","2"
"","","2","15","no","20"
"","StackOverflow, HabraHabr","0","26","no","30"
"","HabraHabr","2","16","no","15"
"","","2","17","yes","1"
"","GitHub, HabraHabr","6","12","no","20"
"","GitHub, HabraHabr","5.5","10","yes","1"
"","StackOverflow, HabraHabr","2","14","no","50"
"","HabraHabr","0","","no","24"
"","HabraHabr","1.75","","no","30"
"","GitHub, StackOverflow, HabraHabr","2","18","yes","100"
"","GitHub, StackOverflow, HabraHabr","1","13","no","20"
"","","0","0","no","20"
"","GitHub, StackOverflow, HabraHabr","0","12","yes","40"
"","StackOverflow, HabraHabr","0.5","20","no","20"
"","HabraHabr","0","0","no","24"
"","GitHub","1.5","13","yes","128"
"","StackOverflow, HabraHabr","2","20","yes","100"
"","HabraHabr","0","14","no","5"
"","GitHub, StackOverflow","4","14","yes","16"
"","StackOverflow","1","13","yes","10"
"","StackOverflow, HabraHabr","0","15","yes","60"
"","StackOverflow, HabraHabr","4","10","yes","100"
"","HabraHabr","0","17","yes","24"
"","GitHub, StackOverflow, HabraHabr","3.5","19","no","30"
"","HabraHabr","4","19","no","20"
"","HabraHabr","0","","no","80"
"","HabraHabr","1.5","17","no","40"
"","StackOverflow, HabraHabr","1","16","no","20"
"","HabraHabr","1","0","no","24"
"","GitHub, StackOverflow, HabraHabr","2.5","19","no","168"
"","GitHub, StackOverflow","2","16","no","12"
"","GitHub, StackOverflow","1","14","no","120"
"","StackOverflow","1.5","20","no","20"
"","GitHub, StackOverflow, HabraHabr","2","14","no","40"
"","GitHub, StackOverflow","0.5","14","yes","25"
"","GitHub, StackOverflow, HabraHabr","3","20","yes","30"
"","GitHub, StackOverflow, HabraHabr","3","16","yes","62"
"","StackOverflow, HabraHabr","3","14","no","20"
"","","0","15","no","10"
"","StackOverflow, HabraHabr","3","16","no","50"
"","StackOverflow","1","16","yes",""
"","","0","18","yes","0"
"","HabraHabr","1","13","yes","10"
"","GitHub, StackOverflow, HabraHabr","1.25","15","no","50"
"","StackOverflow","0","18","no","40"
"","","0","","no",""
"","GitHub, StackOverflow, HabraHabr","0","7","yes","140"
"","StackOverflow","4","6","no","30"
"","GitHub, StackOverflow, HabraHabr","0","12","no","40"
"","StackOverflow","0.5","20","no","16"
"","","0","17","yes","10"
"","GitHub, StackOverflow, HabraHabr","0","28","no","40"
"","GitHub, StackOverflow, HabraHabr","4","9","no","60"
"","","0.5","10","no",""
"","","0","14","no","8"
"","GitHub, StackOverflow, HabraHabr","4","14","no","40"
"","StackOverflow, HabraHabr","0","18","yes","10"
"","GitHub, StackOverflow, HabraHabr","1","13","no","20"
"","HabraHabr","1","7","no","80"
"","","0","15","no","15"
"","StackOverflow, HabraHabr","0","16","yes","20"
"","StackOverflow, HabraHabr","0.75","12","no","10"
"","HabraHabr","0","0","no","10"
"","GitHub, StackOverflow, HabraHabr","1.5","17","no","15"
"","StackOverflow","2","13","yes","5"
"","GitHub","0","48","no",""
"","GitHub, StackOverflow, HabraHabr","1.5","18","no","15"
"","HabraHabr","1.5","20","yes","6"
"","HabraHabr","0","24","yes","40"
"","StackOverflow, HabraHabr","3","12","yes","5"
"","StackOverflow","1","14","yes","0"
"","HabraHabr","0","18","no","25"
"","","3","14","yes","20"
"","HabraHabr","4","10","yes","30"
"","GitHub, StackOverflow, HabraHabr","3","12","no","120"
"","HabraHabr","1","17","yes","10"
"","GitHub, HabraHabr","3","13","no","20"
"","GitHub, StackOverflow, HabraHabr","2","11","yes","60"
"","","2","16","no",""
"","StackOverflow","3","12","yes","20"
"","StackOverflow","1.5","14","no","25"
"","","0","10","yes","40"
"","GitHub, StackOverflow, HabraHabr","2","11","no","40"
"","GitHub, StackOverflow, HabraHabr","0.5","8","yes","100"
"","GitHub, StackOverflow, HabraHabr","1","14","yes","10"
"","GitHub, StackOverflow, HabraHabr","2","15","no","120"
"","HabraHabr","1","17","no","15"
"","HabraHabr","1","7","no","100"
"","GitHub, StackOverflow, HabraHabr","2.5","18","yes","20"
"","HabraHabr","1","30","no","20"
"","HabraHabr","1","17","no","10"
"","StackOverflow, HabraHabr","0","16","no","10"
"","","0","16","no","40"
"","HabraHabr","4","20","no","20"
"","StackOverflow, HabraHabr","1","14","no","40"
"","","1","11","no","20"
"","StackOverflow, HabraHabr","1","21","no","58"
"","StackOverflow, HabraHabr","1","16","no","30"
"","","0","15","no","0"
"","HabraHabr","0","19","no","50"
"","GitHub, StackOverflow, HabraHabr","1","14","yes","20"
"","StackOverflow, HabraHabr","2","14","yes","20"
"","GitHub, StackOverflow, HabraHabr","1","7","yes","20"
"","StackOverflow, HabraHabr","0","16","no","15"
"","GitHub, StackOverflow, HabraHabr","1.5","17","no","60"
"","GitHub, StackOverflow, HabraHabr","3.5","20","yes","80"
"","GitHub, StackOverflow, HabraHabr","2","18","yes","40"
"","GitHub, HabraHabr","0","20","no","50"
"","GitHub, StackOverflow, HabraHabr","0","7","yes","6"
"","","0","7","no",""
"","StackOverflow, HabraHabr","0","25","no","60"
"","HabraHabr","1","8","yes","10"
"","","1.25","","no","1000"
"","StackOverflow, HabraHabr","1","14","yes","10"
"","","0","","",""
"","HabraHabr","0","30","yes","15"
"","GitHub, StackOverflow, HabraHabr","0.75","18","no","80"
"","StackOverflow, HabraHabr","5","13","no","20"
"","GitHub, HabraHabr","0","19","no","26"
"","StackOverflow","0.75","17","no","5"
"","StackOverflow, HabraHabr","1","15","no","120"
"","","0","","",""
"","StackOverflow, HabraHabr","0","19","no","20"
"","StackOverflow, HabraHabr","0","16","no","60"
"","GitHub, StackOverflow, HabraHabr","2","15","no","20"
"","","0","7","no","18"
"","HabraHabr","1","17","yes","100"
"","GitHub, StackOverflow","2","14","no","40"
"","GitHub, HabraHabr","0","16","no","5"
"","HabraHabr","0","18","yes","5"
"","HabraHabr","0","15","no","40"
"","StackOverflow, HabraHabr","2","15","no","12"
"","GitHub, StackOverflow, HabraHabr","2","0","no","30"
"","","0","1","no","10"
"","StackOverflow","1","10","yes","10"
"","StackOverflow","0","12","yes","50"
"","","0","","",""
"","StackOverflow, HabraHabr","0.5","191","yes","30"
"","","0","","",""
"","StackOverflow, HabraHabr","0","7","no",""
"","StackOverflow, HabraHabr","0","17","no","60"
"","StackOverflow, HabraHabr","0","5","yes","5"
"","StackOverflow, HabraHabr","0","12","no","50"
"","HabraHabr","0","12","yes","50"
"","GitHub, StackOverflow, HabraHabr","0.5","18","no","20"
"","","0","21","no","15"
"","","0","9","yes","36"
"","","0","0","no","30"
"","GitHub, StackOverflow","0","15","no","48"
"","HabraHabr","4","0","yes","5"
"","","0","27","no","40"
"","StackOverflow, HabraHabr","3.5","14","yes","25"
"","StackOverflow, HabraHabr","1","14","no","60"
"","StackOverflow, HabraHabr","3","20","yes","20"
"","GitHub, StackOverflow","0","24","no","20"
"","GitHub, StackOverflow, HabraHabr","0","15","no","46"
"","GitHub, HabraHabr","2","14","no","25"
"","StackOverflow, HabraHabr","0","18","no","20"
"","","0.75","16","no","24"
"","","0","12","yes",""
"","","0","17","yes","0"
"","","0.25","15","no","16"
"","StackOverflow","0.75","17","no","28"
"","GitHub, StackOverflow","2","13","no","10"
"","StackOverflow, HabraHabr","0","15","no","10"
"","HabraHabr","2","14","no","40"
"","StackOverflow, HabraHabr","0","18","no","5"
"","GitHub, StackOverflow, HabraHabr","5","14","no","80"
"","StackOverflow, HabraHabr","2","17","no","20"
"","StackOverflow, HabraHabr","1.5","14","no","80"
"","HabraHabr","1","16","no","8"
"","StackOverflow, HabraHabr","2","12","no","88"
"","","2","16","no","10"
"","StackOverflow, HabraHabr","0.25","","no","15"
"","GitHub, StackOverflow, HabraHabr","0","22","no","100"
"","StackOverflow","2","16","no","60"
"","GitHub, StackOverflow, HabraHabr","2","5","yes","60"
"","StackOverflow, HabraHabr","0","18","no","168"
"","HabraHabr","4","7","no","0"
"","GitHub, HabraHabr","2","0","no","60"
"","GitHub, StackOverflow, HabraHabr","1.75","13","no","14"
"","","1","","yes","5"
"","StackOverflow, HabraHabr","0.5","15","no","10"
"","GitHub, StackOverflow, HabraHabr","3","15","yes","20"
"","","0","17","no","20"
"","","0","14","no","20"
"","StackOverflow, HabraHabr","3","","no","10"
"","GitHub, StackOverflow, HabraHabr","1","12","no","60"
"","StackOverflow, HabraHabr","3","17","no",""
"","","0","7","yes","30"
"","HabraHabr","0","24","yes","50"
"","GitHub, StackOverflow, HabraHabr","3","14","yes","10"
"","StackOverflow, HabraHabr","1.5","15","yes","32"
"","HabraHabr","1","20","no","10"
"","HabraHabr","0.75","18","no","15"
"","StackOverflow, HabraHabr","0","7","yes","30"
"","","0","","no","10"
"","HabraHabr","3","16","no","50"
